state,state_abb,fips,year,year_frac,law_class,law_class_subtype,handguns_or_long_guns,age_for_minimum_age_laws,law_id
Kentucky,KY,21,2015,0,Firearm sales restrictions,Assault weapons ban — federal,handgun,#N/A,KY1045
Kentucky,KY,21,2016,0,Firearm sales restrictions,Assault weapons ban — federal,handgun,#N/A,KY1045
Kentucky,KY,21,2017,0,Firearm sales restrictions,Assault weapons ban — federal,handgun,#N/A,KY1045
Kentucky,KY,21,2018,0,Firearm sales restrictions,Assault weapons ban — federal,handgun,#N/A,KY1045
Kentucky,KY,21,2019,0,Firearm sales restrictions,Assault weapons ban — federal,handgun,#N/A,KY1045
Kentucky,KY,21,2020,0,Firearm sales restrictions,Assault weapons ban — federal,handgun,#N/A,KY1045
Kentucky,KY,21,2021,0,Firearm sales restrictions,Assault weapons ban — federal,handgun,#N/A,KY1045
Kentucky,KY,21,2022,0,Firearm sales restrictions,Assault weapons ban — federal,handgun,#N/A,KY1045
Kentucky,KY,21,2023,0,Firearm sales restrictions,Assault weapons ban — federal,handgun,#N/A,KY1045
Kentucky,KY,21,2015,0,Firearm sales restrictions,Assault weapons ban — federal,long gun,#N/A,KY1046
Kentucky,KY,21,2016,0,Firearm sales restrictions,Assault weapons ban — federal,long gun,#N/A,KY1046
Kentucky,KY,21,2017,0,Firearm sales restrictions,Assault weapons ban — federal,long gun,#N/A,KY1046
Kentucky,KY,21,2018,0,Firearm sales restrictions,Assault weapons ban — federal,long gun,#N/A,KY1046
Kentucky,KY,21,2019,0,Firearm sales restrictions,Assault weapons ban — federal,long gun,#N/A,KY1046
Kentucky,KY,21,2020,0,Firearm sales restrictions,Assault weapons ban — federal,long gun,#N/A,KY1046
Kentucky,KY,21,2021,0,Firearm sales restrictions,Assault weapons ban — federal,long gun,#N/A,KY1046
Kentucky,KY,21,2022,0,Firearm sales restrictions,Assault weapons ban — federal,long gun,#N/A,KY1046
Kentucky,KY,21,2023,0,Firearm sales restrictions,Assault weapons ban — federal,long gun,#N/A,KY1046
Kentucky,KY,21,2015,0,Firearm sales restrictions,Ban on high capacity magazines – federal,handgun and long gun,#N/A,KY1047
Kentucky,KY,21,2016,0,Firearm sales restrictions,Ban on high capacity magazines – federal,handgun and long gun,#N/A,KY1047
Kentucky,KY,21,2017,0,Firearm sales restrictions,Ban on high capacity magazines – federal,handgun and long gun,#N/A,KY1047
Kentucky,KY,21,2018,0,Firearm sales restrictions,Ban on high capacity magazines – federal,handgun and long gun,#N/A,KY1047
Kentucky,KY,21,2019,0,Firearm sales restrictions,Ban on high capacity magazines – federal,handgun and long gun,#N/A,KY1047
Kentucky,KY,21,2020,0,Firearm sales restrictions,Ban on high capacity magazines – federal,handgun and long gun,#N/A,KY1047
Kentucky,KY,21,2021,0,Firearm sales restrictions,Ban on high capacity magazines – federal,handgun and long gun,#N/A,KY1047
Kentucky,KY,21,2022,0,Firearm sales restrictions,Ban on high capacity magazines – federal,handgun and long gun,#N/A,KY1047
Kentucky,KY,21,2023,0,Firearm sales restrictions,Ban on high capacity magazines – federal,handgun and long gun,#N/A,KY1047
Kentucky,KY,21,2015,1,Gun trafficking,Straw purchase - buyer,handgun and long gun,#N/A,KY1048
Kentucky,KY,21,2016,1,Gun trafficking,Straw purchase - buyer,handgun and long gun,#N/A,KY1048
Kentucky,KY,21,2017,1,Gun trafficking,Straw purchase - buyer,handgun and long gun,#N/A,KY1048
Kentucky,KY,21,2018,1,Gun trafficking,Straw purchase - buyer,handgun and long gun,#N/A,KY1048
Kentucky,KY,21,2019,1,Gun trafficking,Straw purchase - buyer,handgun and long gun,#N/A,KY1048
Kentucky,KY,21,2020,1,Gun trafficking,Straw purchase - buyer,handgun and long gun,#N/A,KY1048
Kentucky,KY,21,2021,1,Gun trafficking,Straw purchase - buyer,handgun and long gun,#N/A,KY1048
Kentucky,KY,21,2022,1,Gun trafficking,Straw purchase - buyer,handgun and long gun,#N/A,KY1048
Kentucky,KY,21,2023,0.999,Gun trafficking,Straw purchase - buyer,handgun and long gun,#N/A,KY1048
Kentucky,KY,21,2015,1,Local laws preempted by state,Comprehensive - punitive,handgun and long gun,#N/A,KY1049
Kentucky,KY,21,2016,1,Local laws preempted by state,Comprehensive - punitive,handgun and long gun,#N/A,KY1049
Kentucky,KY,21,2017,1,Local laws preempted by state,Comprehensive - punitive,handgun and long gun,#N/A,KY1049
Kentucky,KY,21,2018,1,Local laws preempted by state,Comprehensive - punitive,handgun and long gun,#N/A,KY1049
Kentucky,KY,21,2019,1,Local laws preempted by state,Comprehensive - punitive,handgun and long gun,#N/A,KY1049
Kentucky,KY,21,2020,1,Local laws preempted by state,Comprehensive - punitive,handgun and long gun,#N/A,KY1049
Kentucky,KY,21,2021,1,Local laws preempted by state,Comprehensive - punitive,handgun and long gun,#N/A,KY1049
Kentucky,KY,21,2022,1,Local laws preempted by state,Comprehensive - punitive,handgun and long gun,#N/A,KY1049
Kentucky,KY,21,2023,0.999,Local laws preempted by state,Comprehensive - punitive,handgun and long gun,#N/A,KY1049
Kentucky,KY,21,2015,1,Minimum age,Minimum age purchase - federal,long gun,#N/A,KY1050
Kentucky,KY,21,2016,1,Minimum age,Minimum age purchase - federal,long gun,#N/A,KY1050
Kentucky,KY,21,2017,1,Minimum age,Minimum age purchase - federal,long gun,#N/A,KY1050
Kentucky,KY,21,2018,1,Minimum age,Minimum age purchase - federal,long gun,#N/A,KY1050
Kentucky,KY,21,2019,1,Minimum age,Minimum age purchase - federal,long gun,#N/A,KY1050
Kentucky,KY,21,2020,1,Minimum age,Minimum age purchase - federal,long gun,#N/A,KY1050
Kentucky,KY,21,2021,1,Minimum age,Minimum age purchase - federal,long gun,#N/A,KY1050
Kentucky,KY,21,2022,1,Minimum age,Minimum age purchase - federal,long gun,#N/A,KY1050
Kentucky,KY,21,2023,0.999,Minimum age,Minimum age purchase - federal,long gun,#N/A,KY1050
Kentucky,KY,21,2015,1,Minimum age,Minimum age purchase - federal,handgun,18,KY1051
Kentucky,KY,21,2016,1,Minimum age,Minimum age purchase - federal,handgun,18,KY1051
Kentucky,KY,21,2017,1,Minimum age,Minimum age purchase - federal,handgun,18,KY1051
Kentucky,KY,21,2018,1,Minimum age,Minimum age purchase - federal,handgun,18,KY1051
Kentucky,KY,21,2019,1,Minimum age,Minimum age purchase - federal,handgun,18,KY1051
Kentucky,KY,21,2020,1,Minimum age,Minimum age purchase - federal,handgun,18,KY1051
Kentucky,KY,21,2021,1,Minimum age,Minimum age purchase - federal,handgun,18,KY1051
Kentucky,KY,21,2022,1,Minimum age,Minimum age purchase - federal,handgun,18,KY1051
Kentucky,KY,21,2023,0.999,Minimum age,Minimum age purchase - federal,handgun,18,KY1051
Kentucky,KY,21,2015,1,Minimum age,Minimum age possession - federal,handgun,18,KY1052
Kentucky,KY,21,2016,1,Minimum age,Minimum age possession - federal,handgun,18,KY1052
Kentucky,KY,21,2017,1,Minimum age,Minimum age possession - federal,handgun,18,KY1052
Kentucky,KY,21,2018,1,Minimum age,Minimum age possession - federal,handgun,18,KY1052
Kentucky,KY,21,2019,1,Minimum age,Minimum age possession - federal,handgun,18,KY1052
Kentucky,KY,21,2020,1,Minimum age,Minimum age possession - federal,handgun,18,KY1052
Kentucky,KY,21,2021,1,Minimum age,Minimum age possession - federal,handgun,18,KY1052
Kentucky,KY,21,2022,1,Minimum age,Minimum age possession - federal,handgun,18,KY1052
Kentucky,KY,21,2023,0.999,Minimum age,Minimum age possession - federal,handgun,18,KY1052
Louisiana,LA,22,2015,0,Carrying a concealed weapon (ccw),Prohibited,handgun,#N/A,LA1004
Louisiana,LA,22,2016,0,Carrying a concealed weapon (ccw),Prohibited,handgun,#N/A,LA1004
Louisiana,LA,22,2017,0,Carrying a concealed weapon (ccw),Prohibited,handgun,#N/A,LA1004
Louisiana,LA,22,2018,0,Carrying a concealed weapon (ccw),Prohibited,handgun,#N/A,LA1004
Louisiana,LA,22,2019,0,Carrying a concealed weapon (ccw),Prohibited,handgun,#N/A,LA1004
Louisiana,LA,22,2020,0,Carrying a concealed weapon (ccw),Prohibited,handgun,#N/A,LA1004
Louisiana,LA,22,2021,0,Carrying a concealed weapon (ccw),Prohibited,handgun,#N/A,LA1004
Louisiana,LA,22,2022,0,Carrying a concealed weapon (ccw),Prohibited,handgun,#N/A,LA1004
Louisiana,LA,22,2023,0,Carrying a concealed weapon (ccw),Prohibited,handgun,#N/A,LA1004
Louisiana,LA,22,2015,0,Carrying a concealed weapon (ccw),May issue,handgun,#N/A,LA1003
Louisiana,LA,22,2016,0,Carrying a concealed weapon (ccw),May issue,handgun,#N/A,LA1003
Louisiana,LA,22,2017,0,Carrying a concealed weapon (ccw),May issue,handgun,#N/A,LA1003
Louisiana,LA,22,2018,0,Carrying a concealed weapon (ccw),May issue,handgun,#N/A,LA1003
Louisiana,LA,22,2019,0,Carrying a concealed weapon (ccw),May issue,handgun,#N/A,LA1003
Louisiana,LA,22,2020,0,Carrying a concealed weapon (ccw),May issue,handgun,#N/A,LA1003
Louisiana,LA,22,2021,0,Carrying a concealed weapon (ccw),May issue,handgun,#N/A,LA1003
Louisiana,LA,22,2022,0,Carrying a concealed weapon (ccw),May issue,handgun,#N/A,LA1003
Louisiana,LA,22,2023,0,Carrying a concealed weapon (ccw),May issue,handgun,#N/A,LA1003
Louisiana,LA,22,2015,1,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,LA1005
Louisiana,LA,22,2016,1,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,LA1005
Louisiana,LA,22,2017,1,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,LA1005
Louisiana,LA,22,2018,1,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,LA1005
Louisiana,LA,22,2019,1,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,LA1005
Louisiana,LA,22,2020,1,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,LA1005
Louisiana,LA,22,2021,1,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,LA1005
Louisiana,LA,22,2022,1,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,LA1005
Louisiana,LA,22,2023,0.999,Carrying a concealed weapon (ccw),Shall issue,handgun,#N/A,LA1005
Louisiana,LA,22,2015,0,Castle doctrine,N/A,handgun and long gun,#N/A,LA1006
Louisiana,LA,22,2016,0,Castle doctrine,N/A,handgun and long gun,#N/A,LA1006
Louisiana,LA,22,2017,0,Castle doctrine,N/A,handgun and long gun,#N/A,LA1006
Louisiana,LA,22,2018,0,Castle doctrine,N/A,handgun and long gun,#N/A,LA1006
Louisiana,LA,22,2019,0,Castle doctrine,N/A,handgun and long gun,#N/A,LA1006
Louisiana,LA,22,2020,0,Castle doctrine,N/A,handgun and long gun,#N/A,LA1006
Louisiana,LA,22,2021,0,Castle doctrine,N/A,handgun and long gun,#N/A,LA1006
Louisiana,LA,22,2022,0,Castle doctrine,N/A,handgun and long gun,#N/A,LA1006
Louisiana,LA,22,2023,0,Castle doctrine,N/A,handgun and long gun,#N/A,LA1006
Louisiana,LA,22,2015,0,Castle doctrine,Expanded 2,handgun and long gun,#N/A,LA1007
Louisiana,LA,22,2016,0,Castle doctrine,Expanded 2,handgun and long gun,#N/A,LA1007
Louisiana,LA,22,2017,0,Castle doctrine,Expanded 2,handgun and long gun,#N/A,LA1007
Louisiana,LA,22,2018,0,Castle doctrine,Expanded 2,handgun and long gun,#N/A,LA1007
Louisiana,LA,22,2019,0,Castle doctrine,Expanded 2,handgun and long gun,#N/A,LA1007
Louisiana,LA,22,2020,0,Castle doctrine,Expanded 2,handgun and long gun,#N/A,LA1007
Louisiana,LA,22,2021,0,Castle doctrine,Expanded 2,handgun and long gun,#N/A,LA1007
Louisiana,LA,22,2022,0,Castle doctrine,Expanded 2,handgun and long gun,#N/A,LA1007
Louisiana,LA,22,2023,0,Castle doctrine,Expanded 2,handgun and long gun,#N/A,LA1007
Louisiana,LA,22,2015,1,Castle doctrine,Stand your ground,handgun and long gun,#N/A,LA1008
Louisiana,LA,22,2016,1,Castle doctrine,Stand your ground,handgun and long gun,#N/A,LA1008
Louisiana,LA,22,2017,1,Castle doctrine,Stand your ground,handgun and long gun,#N/A,LA1008
Louisiana,LA,22,2018,1,Castle doctrine,Stand your ground,handgun and long gun,#N/A,LA1008
Louisiana,LA,22,2019,1,Castle doctrine,Stand your ground,handgun and long gun,#N/A,LA1008
Louisiana,LA,22,2020,1,Castle doctrine,Stand your ground,handgun and long gun,#N/A,LA1008
Louisiana,LA,22,2021,1,Castle doctrine,Stand your ground,handgun and long gun,#N/A,LA1008
Louisiana,LA,22,2022,1,Castle doctrine,Stand your ground,handgun and long gun,#N/A,LA1008
Louisiana,LA,22,2023,0.999,Castle doctrine,Stand your ground,handgun and long gun,#N/A,LA1008
Louisiana,LA,22,2015,1,Minimum age,Youth possession,handgun,17,LA1011
Louisiana,LA,22,2016,1,Minimum age,Youth possession,handgun,17,LA1011
Louisiana,LA,22,2017,1,Minimum age,Youth possession,handgun,17,LA1011
Louisiana,LA,22,2018,1,Minimum age,Youth possession,handgun,17,LA1011
Louisiana,LA,22,2019,1,Minimum age,Youth possession,handgun,17,LA1011
Louisiana,LA,22,2020,1,Minimum age,Youth possession,handgun,17,LA1011
Louisiana,LA,22,2021,1,Minimum age,Youth possession,handgun,17,LA1011
Louisiana,LA,22,2022,1,Minimum age,Youth possession,handgun,17,LA1011
Louisiana,LA,22,2023,0.999,Minimum age,Youth possession,handgun,17,LA1011
Louisiana,LA,22,2015,0,Minimum age,Purchase and sale,long gun,21,LA1013
Louisiana,LA,22,2016,0,Minimum age,Purchase and sale,long gun,21,LA1013
Louisiana,LA,22,2017,0,Minimum age,Purchase and sale,long gun,21,LA1013
Louisiana,LA,22,2018,0,Minimum age,Purchase and sale,long gun,21,LA1013
Louisiana,LA,22,2019,0,Minimum age,Purchase and sale,long gun,21,LA1013
Louisiana,LA,22,2020,0,Minimum age,Purchase and sale,long gun,21,LA1013
Louisiana,LA,22,2021,0,Minimum age,Purchase and sale,long gun,21,LA1013
Louisiana,LA,22,2022,0,Minimum age,Purchase and sale,long gun,21,LA1013
Louisiana,LA,22,2023,0,Minimum age,Purchase and sale,long gun,21,LA1013
Louisiana,LA,22,2015,1,Minimum age,Purchase and sale,long gun,18,LA1014
Louisiana,LA,22,2016,1,Minimum age,Purchase and sale,long gun,18,LA1014
Louisiana,LA,22,2017,1,Minimum age,Purchase and sale,long gun,18,LA1014
Louisiana,LA,22,2018,1,Minimum age,Purchase and sale,long gun,18,LA1014
Louisiana,LA,22,2019,1,Minimum age,Purchase and sale,long gun,18,LA1014
Louisiana,LA,22,2020,1,Minimum age,Purchase and sale,long gun,18,LA1014
Louisiana,LA,22,2021,1,Minimum age,Purchase and sale,long gun,18,LA1014
Louisiana,LA,22,2022,1,Minimum age,Purchase and sale,long gun,18,LA1014
Louisiana,LA,22,2023,0.999,Minimum age,Purchase and sale,long gun,18,LA1014
Louisiana,LA,22,2015,0,Minimum age,Purchase and sale,handgun,21,LA1024
Louisiana,LA,22,2016,0,Minimum age,Purchase and sale,handgun,21,LA1024
Louisiana,LA,22,2017,0,Minimum age,Purchase and sale,handgun,21,LA1024
Louisiana,LA,22,2018,0,Minimum age,Purchase and sale,handgun,21,LA1024
Louisiana,LA,22,2019,0,Minimum age,Purchase and sale,handgun,21,LA1024
Louisiana,LA,22,2020,0,Minimum age,Purchase and sale,handgun,21,LA1024
Louisiana,LA,22,2021,0,Minimum age,Purchase and sale,handgun,21,LA1024
Louisiana,LA,22,2022,0,Minimum age,Purchase and sale,handgun,21,LA1024
Louisiana,LA,22,2023,0,Minimum age,Purchase and sale,handgun,21,LA1024
Louisiana,LA,22,2015,1,Minimum age,Purchase and sale,handgun,18,LA1025
Louisiana,LA,22,2016,1,Minimum age,Purchase and sale,handgun,18,LA1025
Louisiana,LA,22,2017,1,Minimum age,Purchase and sale,handgun,18,LA1025
Louisiana,LA,22,2018,1,Minimum age,Purchase and sale,handgun,18,LA1025
Louisiana,LA,22,2019,1,Minimum age,Purchase and sale,handgun,18,LA1025
Louisiana,LA,22,2020,1,Minimum age,Purchase and sale,handgun,18,LA1025
Louisiana,LA,22,2021,1,Minimum age,Purchase and sale,handgun,18,LA1025
Louisiana,LA,22,2022,1,Minimum age,Purchase and sale,handgun,18,LA1025
Louisiana,LA,22,2023,0.999,Minimum age,Purchase and sale,handgun,18,LA1025
Louisiana,LA,22,2015,1,Prohibited possessor,Dvro : expanded,handgun and long gun,#N/A,LA1027
Louisiana,LA,22,2016,1,Prohibited possessor,Dvro : expanded,handgun and long gun,#N/A,LA1027
Louisiana,LA,22,2017,0.583,Prohibited possessor,Dvro : expanded,handgun and long gun,#N/A,LA1027
Louisiana,LA,22,2018,0,Prohibited possessor,Dvro : expanded,handgun and long gun,#N/A,LA1027
Louisiana,LA,22,2019,0,Prohibited possessor,Dvro : expanded,handgun and long gun,#N/A,LA1027
Louisiana,LA,22,2020,0,Prohibited possessor,Dvro : expanded,handgun and long gun,#N/A,LA1027
Louisiana,LA,22,2021,0,Prohibited possessor,Dvro : expanded,handgun and long gun,#N/A,LA1027
Louisiana,LA,22,2022,0,Prohibited possessor,Dvro : expanded,handgun and long gun,#N/A,LA1027
Louisiana,LA,22,2023,0,Prohibited possessor,Dvro : expanded,handgun and long gun,#N/A,LA1027
Louisiana,LA,22,2015,0,Prohibited possessor,Dvro : expanded,handgun and long gun,#N/A,LA1028
Louisiana,LA,22,2016,0,Prohibited possessor,Dvro : expanded,handgun and long gun,#N/A,LA1028
Louisiana,LA,22,2017,0.417,Prohibited possessor,Dvro : expanded,handgun and long gun,#N/A,LA1028
Louisiana,LA,22,2018,1,Prohibited possessor,Dvro : expanded,handgun and long gun,#N/A,LA1028
Louisiana,LA,22,2019,1,Prohibited possessor,Dvro : expanded,handgun and long gun,#N/A,LA1028
Louisiana,LA,22,2020,1,Prohibited possessor,Dvro : expanded,handgun and long gun,#N/A,LA1028
Louisiana,LA,22,2021,1,Prohibited possessor,Dvro : expanded,handgun and long gun,#N/A,LA1028
Louisiana,LA,22,2022,1,Prohibited possessor,Dvro : expanded,handgun and long gun,#N/A,LA1028
Louisiana,LA,22,2023,0.999,Prohibited possessor,Dvro : expanded,handgun and long gun,#N/A,LA1028
Louisiana,LA,22,2015,0,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,LA1029
Louisiana,LA,22,2016,0,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,LA1029
Louisiana,LA,22,2017,0,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,LA1029
Louisiana,LA,22,2018,0.417,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,LA1029
Louisiana,LA,22,2019,1,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,LA1029
Louisiana,LA,22,2020,1,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,LA1029
Louisiana,LA,22,2021,1,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,LA1029
Louisiana,LA,22,2022,1,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,LA1029
Louisiana,LA,22,2023,0.999,Prohibited possessor,Mental health : committed to mh facility,handgun and long gun,#N/A,LA1029
Louisiana,LA,22,2015,0,Background checks,Sales from dealer : federal,handgun,#N/A,LA1037
Louisiana,LA,22,2016,0,Background checks,Sales from dealer : federal,handgun,#N/A,LA1037
Louisiana,LA,22,2017,0,Background checks,Sales from dealer : federal,handgun,#N/A,LA1037
Louisiana,LA,22,2018,0,Background checks,Sales from dealer : federal,handgun,#N/A,LA1037
Louisiana,LA,22,2019,0,Background checks,Sales from dealer : federal,handgun,#N/A,LA1037
Louisiana,LA,22,2020,0,Background checks,Sales from dealer : federal,handgun,#N/A,LA1037
Louisiana,LA,22,2021,0,Background checks,Sales from dealer : federal,handgun,#N/A,LA1037
Louisiana,LA,22,2022,0,Background checks,Sales from dealer : federal,handgun,#N/A,LA1037
Louisiana,LA,22,2023,0,Background checks,Sales from dealer : federal,handgun,#N/A,LA1037
Louisiana,LA,22,2015,1,Background checks,Sales from dealer : federal,handgun and long gun,#N/A,LA1038
Louisiana,LA,22,2016,1,Background checks,Sales from dealer : federal,handgun and long gun,#N/A,LA1038
Louisiana,LA,22,2017,1,Background checks,Sales from dealer : federal,handgun and long gun,#N/A,LA1038
Louisiana,LA,22,2018,1,Background checks,Sales from dealer : federal,handgun and long gun,#N/A,LA1038
Louisiana,LA,22,2019,1,Background checks,Sales from dealer : federal,handgun and long gun,#N/A,LA1038
Louisiana,LA,22,2020,1,Background checks,Sales from dealer : federal,handgun and long gun,#N/A,LA1038
Louisiana,LA,22,2021,1,Background checks,Sales from dealer : federal,handgun and long gun,#N/A,LA1038
Louisiana,LA,22,2022,1,Background checks,Sales from dealer : federal,handgun and long gun,#N/A,LA1038
Louisiana,LA,22,2023,0.999,Background checks,Sales from dealer : federal,handgun and long gun,#N/A,LA1038
Louisiana,LA,22,2015,0,Castle doctrine,N/A,handgun and long gun,#N/A,LA1043
Louisiana,LA,22,2016,0,Castle doctrine,N/A,handgun and long gun,#N/A,LA1043
Louisiana,LA,22,2017,0,Castle doctrine,N/A,handgun and long gun,#N/A,LA1043
Louisiana,LA,22,2018,0,Castle doctrine,N/A,handgun and long gun,#N/A,LA1043
Louisiana,LA,22,2019,0,Castle doctrine,N/A,handgun and long gun,#N/A,LA1043
Louisiana,LA,22,2020,0,Castle doctrine,N/A,handgun and long gun,#N/A,LA1043
Louisiana,LA,22,2021,0,Castle doctrine,N/A,handgun and long gun,#N/A,LA1043
Louisiana,LA,22,2022,0,Castle doctrine,N/A,handgun and long gun,#N/A,LA1043
Louisiana,LA,22,2023,0,Castle doctrine,N/A,handgun and long gun,#N/A,LA1043
Louisiana,LA,22,2015,0,Waiting period,Federal,handgun,#N/A,LA1044
Louisiana,LA,22,2016,0,Waiting period,Federal,handgun,#N/A,LA1044
Louisiana,LA,22,2017,0,Waiting period,Federal,handgun,#N/A,LA1044
Louisiana,LA,22,2018,0,Waiting period,Federal,handgun,#N/A,LA1044
Louisiana,LA,22,2019,0,Waiting period,Federal,handgun,#N/A,LA1044
Louisiana,LA,22,2020,0,Waiting period,Federal,handgun,#N/A,LA1044
Louisiana,LA,22,2021,0,Waiting period,Federal,handgun,#N/A,LA1044
Louisiana,LA,22,2022,0,Waiting period,Federal,handgun,#N/A,LA1044
Louisiana,LA,22,2023,0,Waiting period,Federal,handgun,#N/A,LA1044
Louisiana,LA,22,2015,0,Firearms in college/university,Public and private : ccw allowed,handgun,#N/A,LA1048
Louisiana,LA,22,2016,0,Firearms in college/university,Public and private : ccw allowed,handgun,#N/A,LA1048
Louisiana,LA,22,2017,0,Firearms in college/university,Public and private : ccw allowed,handgun,#N/A,LA1048
Louisiana,LA,22,2018,0.417,Firearms in college/university,Public and private : ccw allowed,handgun,#N/A,LA1048
Louisiana,LA,22,2019,1,Firearms in college/university,Public and private : ccw allowed,handgun,#N/A,LA1048
Louisiana,LA,22,2020,1,Firearms in college/university,Public and private : ccw allowed,handgun,#N/A,LA1048
Louisiana,LA,22,2021,1,Firearms in college/university,Public and private : ccw allowed,handgun,#N/A,LA1048
Louisiana,LA,22,2022,1,Firearms in college/university,Public and private : ccw allowed,handgun,#N/A,LA1048
Louisiana,LA,22,2023,0.999,Firearms in college/university,Public and private : ccw allowed,handgun,#N/A,LA1048
Louisiana,LA,22,2015,1,Firearms in college/university,Public and private : ccw not allowed,handgun,#N/A,LA1049
Louisiana,LA,22,2016,1,Firearms in college/university,Public and private : ccw not allowed,handgun,#N/A,LA1049
Louisiana,LA,22,2017,1,Firearms in college/university,Public and private : ccw not allowed,handgun,#N/A,LA1049
Louisiana,LA,22,2018,1,Firearms in college/university,Public and private : ccw not allowed,handgun,#N/A,LA1049
Louisiana,LA,22,2019,1,Firearms in college/university,Public and private : ccw not allowed,handgun,#N/A,LA1049
Louisiana,LA,22,2020,1,Firearms in college/university,Public and private : ccw not allowed,handgun,#N/A,LA1049
Louisiana,LA,22,2021,1,Firearms in college/university,Public and private : ccw not allowed,handgun,#N/A,LA1049
Louisiana,LA,22,2022,1,Firearms in college/university,Public and private : ccw not allowed,handgun,#N/A,LA1049
Louisiana,LA,22,2023,0.999,Firearms in college/university,Public and private : ccw not allowed,handgun,#N/A,LA1049
Louisiana,LA,22,2015,1,Firearms in college/university,Public and private : possession prohibited,handgun,#N/A,LA1050
Louisiana,LA,22,2016,1,Firearms in college/university,Public and private : possession prohibited,handgun,#N/A,LA1050
Louisiana,LA,22,2017,1,Firearms in college/university,Public and private : possession prohibited,handgun,#N/A,LA1050
Louisiana,LA,22,2018,1,Firearms in college/university,Public and private : possession prohibited,handgun,#N/A,LA1050
Louisiana,LA,22,2019,1,Firearms in college/university,Public and private : possession prohibited,handgun,#N/A,LA1050
Louisiana,LA,22,2020,1,Firearms in college/university,Public and private : possession prohibited,handgun,#N/A,LA1050
Louisiana,LA,22,2021,1,Firearms in college/university,Public and private : possession prohibited,handgun,#N/A,LA1050
Louisiana,LA,22,2022,1,Firearms in college/university,Public and private : possession prohibited,handgun,#N/A,LA1050
Louisiana,LA,22,2023,0.999,Firearms in college/university,Public and private : possession prohibited,handgun,#N/A,LA1050
Louisiana,LA,22,2015,1,Firearms in college/university,Public and private : possession prohibited,long gun,#N/A,LA1051
Louisiana,LA,22,2016,1,Firearms in college/university,Public and private : possession prohibited,long gun,#N/A,LA1051
Louisiana,LA,22,2017,1,Firearms in college/university,Public and private : possession prohibited,long gun,#N/A,LA1051
Louisiana,LA,22,2018,1,Firearms in college/university,Public and private : possession prohibited,long gun,#N/A,LA1051
Louisiana,LA,22,2019,1,Firearms in college/university,Public and private : possession prohibited,long gun,#N/A,LA1051
Louisiana,LA,22,2020,1,Firearms in college/university,Public and private : possession prohibited,long gun,#N/A,LA1051
Louisiana,LA,22,2021,1,Firearms in college/university,Public and private : possession prohibited,long gun,#N/A,LA1051
Louisiana,LA,22,2022,1,Firearms in college/university,Public and private : possession prohibited,long gun,#N/A,LA1051
Louisiana,LA,22,2023,0.999,Firearms in college/university,Public and private : possession prohibited,long gun,#N/A,LA1051
Louisiana,LA,22,2015,1,Local laws preempted by state,Comprehensive,handgun and long gun,#N/A,LA1053
Louisiana,LA,22,2016,1,Local laws preempted by state,Comprehensive,handgun and long gun,#N/A,LA1053
Louisiana,LA,22,2017,1,Local laws preempted by state,Comprehensive,handgun and long gun,#N/A,LA1053
Louisiana,LA,22,2018,1,Local laws preempted by state,Comprehensive,handgun and long gun,#N/A,LA1053
Louisiana,LA,22,2019,1,Local laws preempted by state,Comprehensive,handgun and long gun,#N/A,LA1053
Louisiana,LA,22,2020,1,Local laws preempted by state,Comprehensive,handgun and long gun,#N/A,LA1053
Louisiana,LA,22,2021,1,Local laws preempted by state,Comprehensive,handgun and long gun,#N/A,LA1053
Louisiana,LA,22,2022,1,Local laws preempted by state,Comprehensive,handgun and long gun,#N/A,LA1053
Louisiana,LA,22,2023,0.999,Local laws preempted by state,Comprehensive,handgun and long gun,#N/A,LA1053
Louisiana,LA,22,2015,0,Firearm removal at scene of domestic violence,Authorized,handgun and long gun,#N/A,LA1054
Louisiana,LA,22,2016,0,Firearm removal at scene of domestic violence,Authorized,handgun and long gun,#N/A,LA1054
Louisiana,LA,22,2017,0,Firearm removal at scene of domestic violence,Authorized,handgun and long gun,#N/A,LA1054
Louisiana,LA,22,2018,0.25,Firearm removal at scene of domestic violence,Authorized,handgun and long gun,#N/A,LA1054
Louisiana,LA,22,2019,1,Firearm removal at scene of domestic violence,Authorized,handgun and long gun,#N/A,LA1054
